TIME_PERIOD,SEA_LVL
1993,-3.140711031853282
1993,-3.164219031853282
1993,-3.1583590318532817
1993,-3.1337050318532818
1993,-3.1460000318532817
1993,-3.1544850318532816
1993,-3.1632360318532817
1993,-3.1711860318532814
1993,-3.1706950318532816
1993,-3.1625800318532815
1993,-3.1464860318532817
1993,-3.139812031853282
1993,-3.1609350318532816
1993,-3.1858770318532814
1993,-3.2167640318532817
1993,-3.2360690318532814
1993,-3.2366350318532815
1993,-3.233101031853282
1993,-3.2285530318532816
1993,-3.2052260318532815
1993,-3.185953031853282
1993,-3.1553030318532818
1993,-3.1098000318532817
1993,-3.0540170318532818
1993,-3.0194070318532815
1993,-2.9703940318532815
1993,-2.9034110318532815
1993,-2.8263990318532817
1993,-2.758391031853282
1993,-2.6761500318532816
1993,-2.5922710318532816
1993,-2.5222930318532817
1993,-2.4473160318532816
1993,-2.342893031853282
1993,-2.237870031853282
1993,-2.124454031853282
1993,-2.0281330318532818
1993,-1.9541710318532817
1993,-1.9083640318532815
1993,-1.8888570318532816
1993,-1.8659170318532816
1993,-1.8644200318532818
1993,-1.8733690318532816
1993,-1.8788130318532816
1993,-1.8942900318532816
1993,-1.9002800318532818
1993,-1.9058290318532816
1993,-1.9362850318532816
1993,-1.9764980318532817
1993,-2.0179840318532816
1993,-2.0480910318532817
1994,-2.089284031853282
1994,-2.1598270318532817
1994,-2.2710590318532815
1994,-2.3829770318532817
1994,-2.4692820318532815
1994,-2.5172960318532818
1994,-2.5338700318532816
1994,-2.538024031853282
1994,-2.551320031853282
1994,-2.5506790318532815
1994,-2.5317610318532817
1994,-2.4902230318532816
1994,-2.464271031853282
1994,-2.4897950318532818
1994,-2.538933031853282
1994,-2.5979420318532815
1994,-2.6741140318532817
1994,-2.7232630318532816
1994,-2.7609140318532814
1994,-2.7789050318532817
1994,-2.7940830318532814
1994,-2.819487031853282
1994,-2.819509031853282
1994,-2.8011310318532816
1994,-2.773482031853282
1994,-2.733028031853282
1994,-2.6834360318532817
1994,-2.6125790318532816
1994,-2.5481390318532817
1994,-2.471276031853282
1994,-2.3716970318532815
1994,-2.260818031853282
1994,-2.1413230318532817
1994,-2.022164031853282
1994,-1.8983370318532815
1994,-1.7883970318532816
1994,-1.6948330318532818
1994,-1.5987300318532818
1994,-1.5054290318532817
1994,-1.4287230318532818
1994,-1.3826960318532817
1994,-1.3528440318532817
1994,-1.3444570318532816
1994,-1.3473090318532817
1994,-1.3601760318532816
1994,-1.3644650318532816
1994,-1.3705150318532817
1994,-1.4039220318532817
1994,-1.4399030318532817
1994,-1.4863300318532817
1994,-1.5411950318532817
1994,-1.5545490318532817
1995,-1.5531020318532818
1995,-1.5781960318532817
1995,-1.6457020318532816
1995,-1.7368980318532816
1995,-1.8134990318532815
1995,-1.8705710318532818
1995,-1.8870760318532818
1995,-1.9002140318532816
1995,-1.9470330318532816
1995,-2.004620031853282
1995,-2.0312740318532816
1995,-2.0340830318532817
1995,-2.0310840318532817
1995,-2.049290031853282
1995,-2.094627031853282
1995,-2.1469900318532815
1995,-2.186258031853282
1995,-2.1879350318532818
1995,-2.176533031853282
1995,-2.1738660318532816
1995,-2.1808890318532814
1995,-2.2155150318532817
1995,-2.244529031853282
1995,-2.2599210318532816
1995,-2.272145031853282
1995,-2.264647031853282
1995,-2.252942031853282
1995,-2.2366790318532814
1995,-2.1959540318532818
1995,-2.1354450318532816
1995,-2.0493210318532817
1995,-1.9313780318532818
1995,-1.7740830318532816
1995,-1.5829220318532817
1995,-1.3919820318532816
1995,-1.2393120318532818
1995,-1.1093350318532818
1995,-1.0203980318532817
1995,-0.9445630318532816
1995,-0.8784920318532816
1995,-0.8311680318532817
1995,-0.8053330318532816
1995,-0.8041810318532816
1995,-0.8145400318532816
1995,-0.8359880318532817
1995,-0.8544550318532818
1995,-0.8569040318532817
1995,-0.8601030318532816
1995,-0.9353780318532816
1995,-1.0235530318532817
1995,-1.1463870318532816
1996,-1.2784200318532817
1996,-1.3049500318532816
1996,-1.3930180318532817
1996,-1.4644750318532818
1996,-1.5493990318532818
1996,-1.6188460318532816
1996,-1.6781610318532816
1996,-1.7203490318532817
1996,-1.7260300318532815
1996,-1.7636760318532816
1996,-1.8522630318532816
1996,-1.9401830318532816
1996,-2.0381520318532815
1996,-2.1268290318532816
1996,-2.1882540318532815
1996,-2.228755031853282
1996,-2.2540580318532815
1996,-2.3094720318532818
1996,-2.3340010318532816
1996,-2.3396670318532817
1996,-2.3497380318532817
1996,-2.358387031853282
1996,-2.3465950318532816
1996,-2.326092031853282
1996,-2.2768650318532817
1996,-2.207084031853282
1996,-2.132387031853282
1996,-2.0636770318532816
1996,-1.9900140318532817
1996,-1.9028810318532816
1996,-1.8338580318532816
1996,-1.7699430318532816
1996,-1.7062870318532817
1996,-1.6273020318532816
1996,-1.5356350318532817
1996,-1.4329930318532818
1996,-1.3230550318532817
1996,-1.2047140318532816
1996,-1.0775090318532816
1996,-0.9168400318532817
1996,-0.7496660318532817
1996,-0.6208150318532817
1996,-0.5543470318532817
1996,-0.5777360318532816
1996,-0.6298290318532818
1996,-0.6948710318532816
1996,-0.8031710318532816
1996,-0.9284210318532817
1996,-1.0625550318532817
1996,-1.1606090318532816
1996,-1.2927050318532816
1996,-1.3983190318532817
1996,-1.4621710318532817
1997,-1.5820640318532817
1997,-1.5999390318532816
1997,-1.6259710318532816
1997,-1.6527790318532816
1997,-1.6791360318532815
1997,-1.7175130318532816
1997,-1.7772990318532815
1997,-1.8214070318532816
1997,-1.8687750318532816
1997,-1.9128020318532817
1997,-1.9751120318532815
1997,-2.0186470318532814
1997,-2.0610440318532817
1997,-2.0712140318532817
1997,-2.0736500318532816
1997,-2.066138031853282
1997,-2.0628640318532816
1997,-2.0528470318532817
1997,-2.0450740318532814
1997,-2.025373031853282
1997,-1.9992380318532816
1997,-1.9671170318532818
1997,-1.9331780318532816
1997,-1.8873210318532818
1997,-1.8255860318532817
1997,-1.7666780318532815
1997,-1.7010500318532817
1997,-1.6167840318532816
1997,-1.5045240318532818
1997,-1.3791080318532816
1997,-1.2448300318532817
1997,-1.1062660318532818
1997,-0.9688810318532817
1997,-0.8398780318532817
1997,-0.7412130318532817
1997,-0.6413780318532818
1997,-0.5427770318532819
1997,-0.4504200318532816
1997,-0.36391103185328166
1997,-0.29090103185328164
1997,-0.2715400318532817
1997,-0.3128550318532817
1997,-0.3852590318532818
1997,-0.4571720318532817
1997,-0.5337560318532817
1997,-0.6170550318532815
1997,-0.7122830318532816
1997,-0.8112880318532816
1997,-0.9221610318532816
1997,-1.0181400318532816
1997,-1.0731450318532816
1997,-1.1129100318532816
1998,-1.1404990318532817
1998,-1.1591870318532818
1998,-1.1936420318532817
1998,-1.2244700318532817
1998,-1.2699150318532817
1998,-1.3078970318532817
1998,-1.3395320318532817
1998,-1.3905150318532817
1998,-1.4580200318532817
1998,-1.5124270318532818
1998,-1.5575530318532818
1998,-1.5840560318532817
1998,-1.6165030318532816
1998,-1.6507940318532817
1998,-1.7123050318532815
1998,-1.7984470318532817
1998,-1.8758860318532817
1998,-1.9307810318532816
1998,-1.9742450318532816
1998,-2.0061440318532817
1998,-2.0223620318532816
1998,-2.0210800318532818
1998,-2.0060150318532814
1998,-1.9831440318532816
1998,-1.9543000318532817
1998,-1.9242960318532818
1998,-1.8709460318532818
1998,-1.8103000318532816
1998,-1.7512720318532815
1998,-1.6974220318532818
1998,-1.6263940318532817
1998,-1.5526990318532816
1998,-1.4702600318532817
1998,-1.3845030318532816
1998,-1.3040610318532817
1998,-1.2299570318532818
1998,-1.1665090318532816
1998,-1.1005630318532817
1998,-1.0256770318532817
1998,-0.9875100318532817
1998,-0.9838450318532816
1998,-0.9991910318532817
1998,-1.0203380318532818
1998,-1.0241840318532818
1998,-1.0190120318532816
1998,-1.0118810318532816
1998,-1.0276030318532816
1998,-1.0829000318532818
1998,-1.1464990318532817
1998,-1.1969730318532816
1998,-1.2480210318532816
1998,-1.3109790318532817
1999,-1.3696180318532816
1999,-1.4188540318532816
1999,-1.4258280318532817
1999,-1.4423040318532816
1999,-1.4780030318532817
1999,-1.5251140318532816
1999,-1.5733170318532816
1999,-1.5849350318532818
1999,-1.5645880318532817
1999,-1.5479030318532816
1999,-1.5697150318532818
1999,-1.6497320318532818
1999,-1.7142520318532817
1999,-1.7520010318532817
1999,-1.7715860318532817
1999,-1.7932250318532816
1999,-1.8367390318532817
1999,-1.8740560318532817
1999,-1.9068560318532817
1999,-1.9365880318532818
1999,-1.9434810318532816
1999,-1.9523230318532816
1999,-1.9564660318532816
1999,-1.9458760318532815
1999,-1.9172560318532816
1999,-1.8689670318532816
1999,-1.8106440318532817
1999,-1.7416070318532817
1999,-1.6497210318532816
1999,-1.5566050318532816
1999,-1.4426760318532816
1999,-1.3506140318532818
1999,-1.2531310318532816
1999,-1.1356320318532818
1999,-0.9930080318532817
1999,-0.8455280318532816
1999,-0.6955400318532816
1999,-0.5668380318532815
1999,-0.4549290318532817
1999,-0.3921830318532815
1999,-0.3252270318532817
1999,-0.2706010318532819
1999,-0.2393720318532817
1999,-0.23721303185328146
1999,-0.24044103185328147
1999,-0.27144703185328156
1999,-0.28609403185328164
1999,-0.31826403185328145
1999,-0.3620590318532817
1999,-0.3936940318532818
1999,-0.42204503185328157
1999,-0.4398930318532819
2000,-0.46232803185328164
2000,-0.5293980318532818
2000,-0.6069510318532818
2000,-0.6968880318532817
2000,-0.7788100318532816
2000,-0.8396700318532817
2000,-0.8893650318532818
2000,-0.9308400318532817
2000,-0.9893080318532816
2000,-1.0479320318532817
2000,-1.1009170318532817
2000,-1.1489690318532817
2000,-1.2055500318532817
2000,-1.2612600318532816
2000,-1.3044270318532816
2000,-1.3563960318532817
2000,-1.3963540318532817
2000,-1.4158460318532817
2000,-1.4346560318532817
2000,-1.4446380318532817
2000,-1.4613880318532817
2000,-1.4731850318532818
2000,-1.4644680318532817
2000,-1.4357790318532817
2000,-1.3986570318532816
2000,-1.3787400318532816
2000,-1.3655180318532816
2000,-1.3268110318532818
2000,-1.2589650318532817
2000,-1.1752520318532818
2000,-1.0935200318532816
2000,-1.0347770318532816
2000,-0.9600530318532816
2000,-0.8470050318532816
2000,-0.6996820318532817
2000,-0.5451610318532816
2000,-0.41153903185328167
2000,-0.3083400318532816
2000,-0.22808203185328146
2000,-0.14765003185328185
2000,-0.03593403185328148
2000,0.05169296814671842
2000,0.11408396814671828
2000,0.12905996814671816
2000,0.10039296814671816
2000,0.04172596814671836
2000,-0.01761203185328153
2000,-0.0551620318532815
2000,-0.050131031853281716
2000,-0.07640203185328165
2000,-0.10925203185328147
2000,-0.1697750318532818
2001,-0.3097440318532816
2001,-0.35940903185328166
2001,-0.40773603185328167
2001,-0.45920503185328165
2001,-0.49088203185328183
2001,-0.5397980318532816
2001,-0.6030030318532815
2001,-0.6698350318532817
2001,-0.7112660318532817
2001,-0.7319580318532817
2001,-0.7544650318532817
2001,-0.7760460318532816
2001,-0.7988680318532817
2001,-0.8352580318532816
2001,-0.8793710318532817
2001,-0.9003130318532817
2001,-0.9076930318532817
2001,-0.9179840318532817
2001,-0.9593120318532817
2001,-1.0001510318532816
2001,-1.0047200318532816
2001,-0.9721130318532816
2001,-0.9129180318532817
2001,-0.8440410318532816
2001,-0.7847320318532818
2001,-0.7231790318532816
2001,-0.6478040318532816
2001,-0.5494690318532816
2001,-0.4455190318532818
2001,-0.3741290318532817
2001,-0.3240030318532816
2001,-0.2556640318532817
2001,-0.16905903185328164
2001,-0.05594803185328168
2001,0.06337296814671856
2001,0.16727096814671816
2001,0.25229496814671837
2001,0.3297879681467184
2001,0.4059679681467183
2001,0.49649196814671814
2001,0.5800599681467182
2001,0.6360599681467183
2001,0.6443769681467182
2001,0.6112609681467185
2001,0.5562299681467184
2001,0.5556569681467183
2001,0.5000139681467184
2001,0.47342896814671853
2001,0.41735496814671835
2001,0.17698496814671838
2001,0.05605296814671812
2002,-0.03386003185328157
2002,-0.10129803185328168
2002,-0.12425503185328157
2002,-0.13908403185328178
2002,-0.16580503185328155
2002,-0.2134390318532815
2002,-0.2688150318532818
2002,-0.30817103185328154
2002,-0.3651370318532816
2002,-0.42239903185328176
2002,-0.48647803185328176
2002,-0.5524920318532818
2002,-0.6328120318532817
2002,-0.6984150318532816
2002,-0.7305630318532816
2002,-0.7578860318532816
2002,-0.7937620318532816
